"","Estado","Antiguedad","Vivienda","Plazo","Edad","EstadoCivil","Registros","Trabajo","Gastos","Ingresos","Activos","Deuda","Cantidad","Precio"
"343","bueno",2,"propietario",60,30,"casado","no","fijo",60,154,3000,0,1000,1705
"344","bueno",2,"propietario",30,26,"casado","no","fijo",60,50,3500,250,600,1292
"345","bueno",17,"propietario",48,49,"casado","no","freelance",60,189,7000,0,1100,1294
"346","bueno",3,"propietario",60,36,"casado","no","fijo",60,202,4600,1260,1400,1936
"347","malo",4,"padres",48,40,"casado","no","freelance",90,20,0,0,1850,2143
"348","malo",0,"propietario",12,61,"casado","no","otros",60,40,4000,0,170,1394
"349","malo",2,"alquila",24,59,"casado","no","fijo",110,50,0,0,200,425
"350","bueno",2,"propietario",48,49,"casado","no","fijo",45,125,4000,0,500,1600
"351","bueno",30,"alquila",60,52,"casado","no","freelance",70,100,14500,0,1250,1563
"352","bueno",11,"propietario",60,35,"casado","no","fijo",60,115,4000,75,1250,1284
"353","malo",5,"ignorar",60,25,"casado","no","fijo",75,160,1000,0,890,990
"354","bueno",14,"propietario",60,30,"casado","no","fijo",60,70,4000,2800,600,1125
"355","bueno",8,"propietario",48,28,"casado","no","fijo",35,220,4000,0,1000,1267
"357","bueno",1,"propietario",6,29,"soltero","no","freelance",35,107,2000,0,300,1298
"358","malo",6,"propietario",60,32,"casado","no","fijo",75,160,2200,600,1550,1600
"359","bueno",9,"propietario",60,45,"casado","no","fijo",75,150,3000,0,1100,1340
"361","malo",3,"propietario",60,26,"casado","no","tiempo parcial",45,120,6100,1500,1000,1403
"362","bueno",3,"propietario",60,33,"casado","sí","freelance",75,225,2000,0,1400,1980
"363","bueno",1,"padres",60,21,"soltero","no","freelance",35,100,0,0,900,1290
"364","malo",0,"propietario",36,34,"casado","no","tiempo parcial",75,80,4500,300,600,1339
"365","bueno",6,"propietario",60,27,"soltero","no","fijo",35,208,6000,3300,1500,1559
"366","malo",21,"propietario",60,44,"casado","no","fijo",90,105,1150,720,200,1078
"367","bueno",17,"propietario",60,51,"casado","no","fijo",60,98,4000,0,860,1113
"368","bueno",7,"alquila",18,33,"casado","no","fijo",113,532,0,0,1000,2290
"369","bueno",10,"propietario",60,35,"casado","no","fijo",60,140,4000,0,1000,1578
"370","bueno",2,"propietario",48,38,"casado","no","fijo",75,90,7000,2000,500,1039
"371","bueno",0,"alquila",60,28,"casado","no","fijo",76,155,0,0,800,1218
"372","bueno",2,"propietario",60,26,"casado","no","fijo",45,120,3500,0,300,1329
"373","bueno",10,"propietario",36,34,"casado","no","fijo",90,159,3000,250,300,500
"374","bueno",6,"propietario",60,27,"casado","no","fijo",45,122,2000,1000,1300,1384
"375","malo",7,"propietario",60,32,"casado","no","tiempo parcial",75,156,3500,0,1300,1553
"376","bueno",18,"propietario",48,43,"soltero","no","fijo",35,90,2500,0,1000,1626
"377","bueno",3,"propietario",18,30,"soltero","no","tiempo parcial",35,130,5000,0,1100,1674
"378","bueno",6,"propietario",18,42,"casado","no","freelance",90,45,4000,34,200,1500
"379","bueno",0,"alquila",36,26,"casado","no","tiempo parcial",72,118,1000,0,600,1421
"380","malo",0,"propietario",24,20,"soltero","no","otros",60,152,2000,0,400,480
"381","bueno",8,"alquila",48,24,"soltero","no","fijo",49,135,0,0,1000,1274
"382","bueno",4,"alquila",48,27,"casado","no","fijo",58,125,0,0,1200,1580
"383","bueno",1,"alquila",36,35,"casado","no","freelance",66,208,4000,0,1000,1300
"384","malo",1,"padres",48,18,"soltero","no","tiempo parcial",35,81,0,0,1150,1314
"385","bueno",3,"propietario",24,35,"casado","no","fijo",75,160,1800,0,200,957
"386","bueno",10,"alquila",60,33,"casado","no","freelance",75,300,2700,0,1000,1500
"387","bueno",8,"privado",36,39,"casado","no","fijo",60,135,4000,1500,1300,1504
"388","bueno",20,"padres",60,36,"casado","no","fijo",60,121,0,0,850,935
"389","bueno",3,"padres",48,29,"soltero","no","fijo",35,145,0,0,1000,1028
"390","malo",1,"padres",48,23,"soltero","no","fijo",35,165,0,0,1300,1440
"391","bueno",19,"propietario",12,34,"casado","no","freelance",75,428,32000,0,500,1030
"392","bueno",2,"alquila",48,57,"casado","no","otros",68,233,0,0,1200,1366
"393","malo",11,"propietario",60,38,"casado","sí","fijo",90,245,4000,0,1700,1768
"395","malo",1,"propietario",48,42,"casado","sí","freelance",75,200,9000,4500,1400,1700
"396","bueno",15,"propietario",60,44,"casado","no","freelance",60,42,10000,0,910,1450
"397","bueno",10,"propietario",48,37,"divorciado","no","fijo",35,87,3500,450,500,1155
"398","malo",1,"privado",48,34,"casado","sí","freelance",45,200,3000,1500,1000,1191
"399","bueno",25,"propietario",12,43,"casado","no","freelance",75,250,100000,0,600,841
"400","malo",4,"alquila",60,42,"divorciado","sí","fijo",70,350,0,0,2200,2441
"401","malo",0,"otra",48,24,"casado","no","fijo",60,105,0,0,1200,1516
"402","bueno",1,"propietario",60,36,"soltero","no","freelance",60,100,4500,1500,400,1591
"403","malo",2,"padres",60,52,"casado","sí","freelance",75,160,5000,0,1350,1999
"405","malo",0,"alquila",36,34,"separado","no","fijo",49,140,0,0,1150,1600
"406","bueno",16,"padres",60,31,"casado","no","fijo",45,160,0,0,1400,1850
"407","bueno",8,"propietario",60,36,"casado","no","freelance",75,148,2600,0,1400,1775
"408","bueno",20,"padres",36,50,"casado","no","freelance",45,113,20000,0,700,1224
"409","bueno",5,"padres",60,33,"casado","no","fijo",45,97,0,0,1500,1663
"410","bueno",20,"propietario",60,54,"casado","no","fijo",60,107,1500,0,1250,1500
"411","malo",5,"alquila",60,40,"casado","sí","fijo",66,206,0,0,1900,2225
"412","bueno",1,"propietario",60,29,"casado","no","fijo",45,275,6000,1810,1600,1930
"413","bueno",3,"propietario",60,31,"casado","no","fijo",45,176,4500,2500,1400,1607
"414","bueno",2,"alquila",36,32,"casado","no","fijo",63,175,0,0,1000,1230
"415","bueno",3,"propietario",24,51,"casado","no","fijo",45,223,20000,0,1400,1581
"416","bueno",7,"alquila",60,31,"casado","no","fijo",67,70,0,0,790,1072
"417","malo",9,"alquila",36,46,"casado","no","fijo",84,87,0,0,1200,1471
"418","malo",1,"propietario",60,35,"casado","no","freelance",90,42,5000,100,500,1300
"419","bueno",14,"padres",60,33,"soltero","no","fijo",35,60,0,0,1150,1192
"420","bueno",6,"otra",48,25,"soltero","no","fijo",35,300,0,0,2400,2700
"421","bueno",0,"otra",36,31,"casado","no","fijo",75,144,0,0,450,500
"423","bueno",2,"padres",48,30,"casado","no","fijo",60,180,0,0,1350,1770
"424","malo",1,"alquila",48,40,"casado","no","otros",82,69,0,0,1100,1197
"425","bueno",12,"alquila",60,37,"casado","sí","fijo",86,110,0,0,700,950
"426","malo",1,"padres",36,22,"soltero","sí","tiempo parcial",35,50,0,0,425,450
"427","malo",0,"padres",60,24,"soltero","sí","tiempo parcial",35,86,0,0,1400,1707
"428","bueno",11,"propietario",36,27,"casado","no","fijo",60,172,7000,0,900,1201
"429","malo",9,"alquila",60,32,"casado","sí","freelance",71,109,0,0,1135,1355
"430","bueno",13,"propietario",60,43,"casado","no","fijo",60,95,3000,0,890,1196
"431","bueno",29,"alquila",60,57,"casado","no","fijo",80,203,0,0,1100,1297
"432","malo",33,"propietario",48,59,"casado","sí","fijo",45,114,10000,0,1200,1420
"433","bueno",3,"alquila",48,60,"viudo","no","freelance",54,186,0,0,850,1036
"434","bueno",0,"alquila",60,25,"soltero","no","fijo",51,155,0,0,800,1201
"435","bueno",5,"padres",60,28,"casado","no","fijo",60,195,1800,0,1000,1527
"436","malo",3,"propietario",60,40,"casado","no","freelance",75,246,2500,0,1300,1500
"437","bueno",21,"alquila",48,36,"casado","no","fijo",86,113,0,0,950,1057
"438","bueno",6,"propietario",48,27,"casado","no","freelance",60,290,4300,900,1500,2127
"440","bueno",25,"propietario",60,44,"casado","no","fijo",45,125,2500,0,1200,1570
"441","bueno",5,"alquila",24,34,"casado","no","freelance",95,199,0,0,250,650
"442","bueno",1,"propietario",60,28,"casado","no","fijo",45,133,5000,9000,700,1175
"443","bueno",1,"propietario",60,39,"casado","no","fijo",60,210,2000,0,700,825
"445","bueno",11,"propietario",60,28,"casado","no","fijo",45,78,4000,0,850,978
"446","bueno",1,"alquila",36,37,"divorciado","no","tiempo parcial",55,200,15000,0,1100,1650
"447","bueno",0,"padres",60,20,"casado","no","freelance",45,100,0,0,1850,2150
"448","malo",2,"alquila",48,36,"casado","no","fijo",85,95,0,0,1340,1771
"449","bueno",5,"alquila",48,28,"casado","no","fijo",63,183,0,0,1100,1615
"450","bueno",2,"padres",24,20,"soltero","no","fijo",35,43,0,0,450,994
"451","bueno",7,"privado",60,32,"casado","no","fijo",75,120,3000,3000,870,1147
"452","malo",3,"padres",60,19,"soltero","no","freelance",45,198,2500,0,1100,1194
"453","malo",2,"alquila",36,21,"soltero","no","fijo",45,100,0,0,700,825
"454","bueno",3,"alquila",36,23,"soltero","no","fijo",50,150,0,0,1000,1128
"455","bueno",10,"propietario",36,47,"casado","no","fijo",60,133,3000,0,360,360
"456","bueno",10,"propietario",48,37,"viudo","no","otros",45,110,3000,0,500,1190
"457","bueno",10,"propietario",60,51,"casado","no","fijo",60,202,2000,0,1400,1580
"458","bueno",1,"privado",24,31,"casado","no","fijo",60,140,2000,500,1100,1600
"459","bueno",4,"propietario",60,49,"casado","no","fijo",45,123,5000,0,1450,1735
"460","bueno",2,"propietario",60,27,"casado","no","fijo",45,275,8000,4500,1500,2178
"461","malo",3,"privado",60,34,"casado","sí","fijo",75,200,2500,0,1350,1589
"463","malo",0,"propietario",48,29,"separado","no","fijo",35,55,4000,0,757,1566
"464","bueno",1,"propietario",60,51,"casado","no","otros",45,105,3000,0,1200,1250
"465","bueno",15,"propietario",60,34,"casado","no","fijo",75,146,5000,0,1400,1626
"466","bueno",10,"propietario",60,42,"casado","sí","fijo",75,100,6000,1500,1350,1414
"467","malo",2,"alquila",60,46,"separado","no","fijo",49,136,0,0,1500,1687
"468","bueno",8,"propietario",60,40,"casado","no","fijo",60,90,4500,0,1100,1638
"470","bueno",7,"propietario",60,26,"casado","no","fijo",60,116,3000,0,1400,1460
"471","bueno",17,"propietario",36,31,"casado","no","fijo",75,128,7000,4800,700,1400
"472","bueno",10,"propietario",54,47,"casado","no","fijo",60,105,3000,0,850,911
"473","bueno",6,"propietario",30,45,"casado","no","fijo",90,125,3000,0,1050,1559
"474","bueno",0,"otra",60,26,"casado","no","tiempo parcial",45,68,0,0,1200,1315
"475","bueno",1,"propietario",36,41,"casado","no","fijo",75,400,5500,0,1800,2600
"476","bueno",6,"propietario",48,31,"casado","no","fijo",60,251,3000,400,1000,1208
"477","bueno",2,"alquila",60,23,"soltero","no","fijo",58,225,0,0,800,975
"478","bueno",2,"padres",60,34,"soltero","no","fijo",35,140,0,0,1200,1274
"480","bueno",7,"alquila",60,38,"casado","no","freelance",107,320,1500,0,1050,1092
"482","bueno",1,"alquila",60,54,"casado","no","otros",54,87,8000,0,1000,1202
"484","malo",15,"propietario",60,37,"casado","no","otros",90,90,5000,1800,1500,1816
"486","bueno",2,"padres",48,26,"casado","no","fijo",60,110,10000,0,1300,1700
"487","bueno",20,"propietario",54,59,"casado","no","freelance",60,87,3500,0,500,984
"488","bueno",30,"alquila",60,54,"casado","no","fijo",54,93,0,0,1000,1387
"489","bueno",12,"propietario",48,27,"casado","sí","fijo",45,110,5000,1300,450,1636
"490","bueno",2,"alquila",60,28,"soltero","no","fijo",43,81,0,0,1000,1135
"491","malo",3,"propietario",60,53,"casado","no","fijo",45,98,3500,0,1350,1453
"492","bueno",7,"propietario",60,48,"casado","no","freelance",60,155,4500,0,1400,1500
"493","bueno",4,"propietario",48,30,"casado","no","fijo",60,167,3500,1000,800,1350
"494","bueno",14,"privado",60,28,"casado","no","fijo",60,190,18000,0,1850,2247
"495","bueno",10,"propietario",60,34,"casado","no","fijo",75,110,2500,300,1150,1367
"497","malo",12,"alquila",60,55,"casado","sí","fijo",62,170,0,0,1800,2154
"499","bueno",5,"padres",60,28,"soltero","no","fijo",35,70,0,0,900,1492
"500","malo",2,"propietario",60,31,"soltero","no","fijo",35,55,7500,0,800,1351
"501","malo",30,"padres",60,56,"casado","no","fijo",45,80,10000,0,1500,2040
"502","bueno",3,"propietario",60,38,"casado","sí","tiempo parcial",75,81,4000,0,1000,1037
"503","malo",0,"otra",48,25,"soltero","no","fijo",35,139,0,0,1200,1202
"504","bueno",0,"alquila",48,35,"casado","no","fijo",66,206,0,0,1500,1683
"506","bueno",3,"padres",48,31,"soltero","no","fijo",35,120,0,0,1000,1100
"507","bueno",30,"otra",48,52,"casado","no","freelance",90,300,12000,0,1700,1734
"508","bueno",13,"privado",60,33,"casado","no","fijo",75,224,7000,0,1600,1604
"509","bueno",0,"alquila",60,30,"casado","no","fijo",68,80,0,0,1000,1330
"510","malo",3,"propietario",60,37,"casado","no","tiempo parcial",90,166,3000,0,800,877
"511","bueno",0,"propietario",36,54,"casado","no","tiempo parcial",60,110,11500,0,1100,1759
"512","malo",7,"padres",48,32,"casado","sí","fijo",45,161,0,0,970,1564
"513","bueno",4,"propietario",60,23,"casado","no","fijo",45,80,4000,0,1100,1306
"514","bueno",10,"propietario",24,39,"casado","no","fijo",75,150,3000,0,500,1108
"515","malo",1,"alquila",36,28,"soltero","no","freelance",52,170,0,0,350,1500
"516","bueno",2,"padres",60,43,"casado","no","fijo",45,100,0,0,1500,1645
"517","bueno",30,"alquila",60,50,"casado","no","freelance",68,225,10000,0,1300,1500
"518","bueno",3,"alquila",60,41,"casado","sí","fijo",77,166,0,0,2200,2625
"519","bueno",0,"padres",36,27,"soltero","no","fijo",45,200,5000,0,800,1456
"520","bueno",10,"propietario",42,25,"casado","no","fijo",45,110,3000,0,1500,2178
"521","bueno",4,"alquila",36,35,"soltero","no","fijo",46,110,0,0,1000,1642
"522","bueno",1,"propietario",60,31,"casado","no","tiempo parcial",45,160,4000,300,1200,1265
"523","bueno",13,"padres",36,43,"soltero","no","fijo",35,204,0,0,200,325
"524","malo",4,"padres",60,28,"casado","no","tiempo parcial",45,135,0,0,1350,1471
"525","bueno",1,"padres",48,22,"soltero","no","freelance",45,158,0,0,260,1440
"526","bueno",8,"propietario",60,42,"casado","sí","freelance",75,290,10000,0,1200,2140
"527","bueno",14,"propietario",60,41,"casado","no","fijo",60,100,6000,0,450,1377
"528","bueno",6,"propietario",60,29,"casado","no","fijo",60,115,6000,2000,1250,1780
"529","bueno",1,"propietario",18,27,"casado","no","tiempo parcial",45,149,2000,0,700,818
"530","bueno",16,"propietario",60,32,"casado","sí","fijo",75,143,4000,0,650,1017
"531","bueno",10,"padres",36,27,"casado","sí","fijo",60,150,0,0,1000,1788
"532","bueno",11,"padres",48,37,"soltero","no","fijo",35,199,10000,0,1100,1212
"533","bueno",40,"alquila",36,59,"casado","no","fijo",59,142,0,0,1000,1800
"534","malo",13,"propietario",54,52,"casado","no","fijo",75,80,4000,0,1300,1394
"535","malo",7,"alquila",36,25,"casado","no","fijo",69,93,0,0,250,400
"536","bueno",3,"padres",36,24,"separado","no","fijo",45,113,0,0,850,940
"537","bueno",13,"padres",48,51,"casado","no","fijo",45,92,3000,500,1220,1433
"538","bueno",7,"propietario",36,39,"casado","no","freelance",75,205,4000,0,1300,1439
"539","bueno",7,"propietario",60,33,"soltero","no","fijo",35,210,6000,0,1700,2414
"540","bueno",4,"propietario",24,31,"casado","no","fijo",60,256,3000,0,600,1571
"541","bueno",5,"alquila",36,30,"casado","no","freelance",101,260,0,0,1000,1500
"542","bueno",7,"propietario",60,24,"casado","no","fijo",45,106,2500,0,1200,1258
"543","bueno",10,"propietario",48,31,"casado","no","fijo",60,160,4500,0,450,1403
"544","bueno",16,"propietario",60,39,"casado","no","fijo",60,148,3500,0,750,1346
"545","bueno",2,"propietario",36,42,"casado","no","fijo",75,220,3500,0,1500,2195
"546","bueno",6,"propietario",36,37,"casado","no","freelance",75,63,4000,50,800,1637
"547","bueno",3,"propietario",36,38,"casado","no","fijo",75,106,8500,0,2375,2375
"548","malo",16,"propietario",60,42,"casado","no","fijo",75,81,3500,0,870,873
"549","malo",1,"padres",60,23,"soltero","no","fijo",35,100,0,0,1210,1450
"550","malo",0,"otra",60,40,"casado","sí","fijo",75,260,2500,0,1500,1607
"551","bueno",12,"propietario",24,36,"casado","no","fijo",60,243,6000,0,600,1376
"552","bueno",1,"alquila",60,27,"soltero","no","fijo",44,88,0,0,1000,1092
"553","bueno",40,"propietario",24,60,"casado","no","freelance",75,186,8000,0,900,1307
"554","bueno",30,"propietario",48,45,"casado","no","fijo",75,105,10000,2400,830,1128
"555","bueno",5,"propietario",48,65,"casado","no","freelance",75,80,30000,2000,700,1698
"556","bueno",10,"privado",60,40,"casado","no","fijo",60,154,1500,0,825,1075
"557","malo",13,"alquila",60,40,"separado","no","freelance",64,35,2500,0,1920,1920
"558","bueno",3,"alquila",48,33,"casado","no","fijo",66,63,2000,0,800,1298
"559","malo",0,"otra",36,28,"casado","sí","otros",45,297,8000,0,1360,1362
"560","malo",1,"alquila",60,33,"casado","no","fijo",91,161,0,0,1700,1770
"561","bueno",25,"propietario",36,51,"separado","no","freelance",35,200,5000,0,1700,2022
"562","bueno",11,"privado",48,31,"casado","no","fijo",45,140,4000,0,700,1225
"563","bueno",7,"propietario",12,36,"casado","no","fijo",90,125,20000,0,375,724
"564","bueno",4,"padres",24,23,"soltero","no","fijo",35,78,3000,0,500,1346
"565","malo",5,"otra",60,33,"soltero","no","fijo",35,57,0,0,1000,1415
"566","bueno",31,"alquila",60,51,"casado","sí","fijo",135,300,0,0,1000,1380
"568","bueno",10,"propietario",36,32,"casado","no","freelance",75,202,2100,0,900,900
"569","bueno",16,"propietario",48,50,"casado","no","fijo",90,175,21500,1950,1100,1639
"570","bueno",19,"propietario",36,52,"casado","no","freelance",45,150,15000,0,1420,2220
"571","bueno",0,"padres",60,34,"soltero","no","otros",45,158,2000,0,1020,1600
"573","bueno",1,"propietario",48,28,"casado","no","tiempo parcial",45,123,4000,1978,1100,1556
"574","malo",1,"alquila",48,36,"casado","no","freelance",88,125,0,0,1500,1878
"575","malo",0,"propietario",60,27,"casado","no","tiempo parcial",45,113,3000,1500,1200,1532
"576","bueno",2,"propietario",24,26,"casado","sí","freelance",45,167,4000,0,340,900
"577","malo",4,"alquila",36,24,"casado","sí","fijo",75,148,0,0,900,1100
"578","malo",0,"privado",60,47,"casado","no","tiempo parcial",75,156,2000,200,600,1556
"579","bueno",13,"propietario",48,40,"casado","no","fijo",60,123,4000,0,900,1054
"580","malo",1,"propietario",60,42,"casado","no","tiempo parcial",120,143,5500,2000,1160,1285
"581","malo",17,"alquila",48,52,"casado","no","fijo",93,180,0,0,1200,1338
"583","bueno",5,"alquila",36,45,"casado","no","otros",90,150,10000,0,1100,1556
"584","bueno",17,"propietario",60,47,"casado","no","fijo",60,92,4500,0,1100,1194
"585","bueno",8,"propietario",60,25,"casado","no","fijo",45,139,4000,1300,1450,1556
"586","bueno",0,"propietario",60,50,"casado","no","fijo",75,250,15500,0,1000,1989
"587","bueno",5,"propietario",6,44,"casado","no","fijo",75,315,13000,0,500,2624
"588","malo",8,"propietario",36,48,"casado","sí","fijo",35,121,3000,0,400,925
"589","bueno",3,"propietario",48,19,"soltero","no","fijo",35,180,4000,0,800,1128
"590","bueno",18,"propietario",48,48,"casado","sí","fijo",105,129,3000,0,780,2220
"591","bueno",22,"propietario",60,46,"casado","no","fijo",90,214,8000,0,1120,1395
"592","bueno",12,"propietario",60,50,"casado","no","fijo",45,99,5000,0,1100,1137
"593","bueno",12,"padres",36,30,"casado","no","freelance",75,110,0,0,800,875
"594","malo",13,"privado",60,30,"casado","sí","fijo",75,85,3500,0,1100,1417
"595","bueno",3,"propietario",18,39,"casado","sí","fijo",90,138,7000,0,500,700
